Date,Grocery.Item,Quantity.Sold,Location,Day,Month,Weather
2024-01-02,Onions,43,Boston,2,01,Snowy
2024-01-02,Flour,25,Philadelphia,2,01,Snowy
2024-01-02,Sugar,25,New York,2,01,Snowy
2024-01-02,Salt,14,Boston,2,01,Snowy
2024-01-02,Pepper,10,Philadelphia,2,01,Snowy
2024-01-02,Olive Oil,15,New York,2,01,Snowy
2024-01-02,Vinegar,14,Boston,2,01,Snowy
2024-01-02,Honey,24,Philadelphia,2,01,Snowy
2024-01-02,Jam,4,New York,2,01,Snowy
2024-01-02,Peanut Butter,24,Boston,2,01,Snowy
2024-01-02,Almonds,33,Philadelphia,2,01,Snowy
2024-01-02,Soft Drinks,15,New York,2,01,Snowy
2024-01-02,Bell Peppers,20,Boston,2,01,Snowy
2024-01-02,Cake Mixes,21,Philadelphia,2,01,Snowy
2024-01-02,Carrots,23,New York,2,01,Snowy
2024-01-02,Cooking Oil,43,Boston,2,01,Snowy
2024-01-02,Spinach,25,Boston,2,01,Snowy
2024-01-02,Lettuce,33,Philadelphia,2,01,Snowy
2024-01-02,Ice Cream,9,Boston,2,01,Snowy
2024-01-03,Bananas,42,New York,3,01,Cloudy
2024-01-03,Apples,44,New York,3,01,Cloudy
2024-01-03,Milk,17,New York,3,01,Cloudy
2024-01-03,Bread,32,Boston,3,01,Cloudy
2024-01-03,Eggs,35,Boston,3,01,Cloudy
2024-01-03,Orange Juice,30,Boston,3,01,Cloudy
2024-01-03,Rice,37,Philadelphia,3,01,Cloudy
2024-01-03,Chicken,29,Philadelphia,3,01,Cloudy
2024-01-03,Hot Chocolate,88,New York,3,01,Cloudy
2024-01-03,Soup,94,New York,3,01,Cloudy
2024-01-03,Breadsticks,50,Boston,3,01,Cloudy
2024-01-03,Potatoes,33,Philadelphia,3,01,Cloudy
2024-01-03,Beef,51,Philadelphia,3,01,Cloudy
2024-01-03,Cheese,47,New York,3,01,Cloudy
2024-01-03,Yogurt,7,Philadelphia,3,01,Cloudy
2024-01-03,Butter,16,Boston,3,01,Cloudy
2024-01-03,Cereal,34,New York,3,01,Cloudy
2024-01-03,Pasta,26,Philadelphia,3,01,Cloudy
2024-01-03,Tomatoes,33,New York,3,01,Cloudy
2024-01-03,Onions,21,Boston,3,01,Cloudy
2024-01-03,Flour,19,Philadelphia,3,01,Cloudy
2024-01-03,Sugar,16,New York,3,01,Cloudy
2024-01-03,Salt,11,Boston,3,01,Cloudy
2024-01-03,Pepper,13,Philadelphia,3,01,Cloudy
2024-01-03,Olive Oil,27,New York,3,01,Cloudy
2024-01-03,Vinegar,9,Boston,3,01,Cloudy
2024-01-03,Honey,3,Philadelphia,3,01,Cloudy
2024-01-03,Jam,18,New York,3,01,Cloudy
2024-01-03,Peanut Butter,11,Boston,3,01,Cloudy
2024-01-03,Almonds,20,Philadelphia,3,01,Cloudy
2024-01-03,Soft Drinks,4,New York,3,01,Cloudy
2024-01-03,Bell Peppers,15,Boston,3,01,Cloudy
2024-01-03,Cake Mixes,22,Philadelphia,3,01,Cloudy
2024-01-03,Carrots,17,New York,3,01,Cloudy
2024-01-03,Cooking Oil,40,Boston,3,01,Cloudy
2024-01-03,Spinach,24,Boston,3,01,Cloudy
2024-01-03,Lettuce,19,Philadelphia,3,01,Cloudy
2024-01-03,Ice Cream,16,Boston,3,01,Cloudy
2024-01-04,Bananas,29,New York,4,01,Snowy
2024-01-04,Apples,44,New York,4,01,Snowy
2024-01-04,Milk,31,New York,4,01,Snowy
2024-01-04,Bread,10,Boston,4,01,Snowy
2024-01-04,Eggs,18,Boston,4,01,Snowy
2024-01-04,Orange Juice,9,Boston,4,01,Snowy
2024-01-04,Rice,55,Philadelphia,4,01,Snowy
2024-01-04,Chicken,28,Philadelphia,4,01,Snowy
2024-01-04,Hot Chocolate,66,New York,4,01,Snowy
2024-01-04,Soup,67,New York,4,01,Snowy
2024-01-04,Breadsticks,38,Boston,4,01,Snowy
2024-01-04,Potatoes,54,Philadelphia,4,01,Snowy
2024-01-04,Beef,50,Philadelphia,4,01,Snowy
2024-01-04,Cheese,24,New York,4,01,Snowy
2024-01-04,Yogurt,19,Philadelphia,4,01,Snowy
2024-01-04,Butter,14,Boston,4,01,Snowy
2024-01-04,Cereal,38,New York,4,01,Snowy
2024-01-04,Pasta,13,Philadelphia,4,01,Snowy
2024-01-04,Tomatoes,43,New York,4,01,Snowy
2024-01-04,Onions,38,Boston,4,01,Snowy
2024-01-04,Flour,28,Philadelphia,4,01,Snowy
2024-01-04,Sugar,18,New York,4,01,Snowy
2024-01-04,Salt,21,Boston,4,01,Snowy
2024-01-04,Pepper,5,Philadelphia,4,01,Snowy
2024-01-04,Olive Oil,10,New York,4,01,Snowy
2024-01-04,Vinegar,12,Boston,4,01,Snowy
2024-01-04,Honey,18,Philadelphia,4,01,Snowy
2024-01-04,Jam,9,New York,4,01,Snowy
2024-01-04,Peanut Butter,43,Boston,4,01,Snowy
2024-01-04,Almonds,14,Philadelphia,4,01,Snowy
2024-01-04,Soft Drinks,15,New York,4,01,Snowy
2024-01-04,Bell Peppers,22,Boston,4,01,Snowy
2024-01-04,Cake Mixes,25,Philadelphia,4,01,Snowy
2024-01-04,Carrots,19,New York,4,01,Snowy
2024-01-04,Cooking Oil,30,Boston,4,01,Snowy
2024-01-04,Spinach,22,Boston,4,01,Snowy
2024-01-04,Lettuce,15,Philadelphia,4,01,Snowy
2024-01-04,Ice Cream,12,Boston,4,01,Snowy
2024-01-05,Bananas,23,New York,5,01,Sunny
2024-01-05,Apples,27,New York,5,01,Sunny
2024-01-05,Milk,11,New York,5,01,Sunny
2024-01-05,Bread,27,Boston,5,01,Sunny
2024-01-05,Eggs,42,Boston,5,01,Sunny
2024-01-05,Orange Juice,23,Boston,5,01,Sunny
2024-01-05,Rice,59,Philadelphia,5,01,Sunny
2024-01-05,Chicken,69,Philadelphia,5,01,Sunny
2024-01-05,Hot Chocolate,109,New York,5,01,Sunny
2024-01-05,Soup,66,New York,5,01,Sunny
2024-01-05,Breadsticks,42,Boston,5,01,Sunny
2024-01-05,Potatoes,42,Philadelphia,5,01,Sunny
2024-01-05,Beef,20,Philadelphia,5,01,Sunny
2024-01-05,Cheese,19,New York,5,01,Sunny
2024-01-05,Yogurt,7,Philadelphia,5,01,Sunny
2024-01-05,Butter,21,Boston,5,01,Sunny
2024-01-05,Cereal,31,New York,5,01,Sunny
2024-01-05,Pasta,23,Philadelphia,5,01,Sunny
2024-01-05,Tomatoes,32,New York,5,01,Sunny
2024-01-05,Onions,27,Boston,5,01,Sunny
2024-01-05,Flour,16,Philadelphia,5,01,Sunny
2024-01-05,Sugar,23,New York,5,01,Sunny
2024-01-05,Salt,12,Boston,5,01,Sunny
2024-01-05,Pepper,15,Philadelphia,5,01,Sunny
2024-01-05,Olive Oil,15,New York,5,01,Sunny
2024-01-05,Vinegar,8,Boston,5,01,Sunny
2024-01-05,Honey,25,Philadelphia,5,01,Sunny
2024-01-05,Jam,20,New York,5,01,Sunny
2024-01-05,Peanut Butter,16,Boston,5,01,Sunny
2024-01-05,Almonds,18,Philadelphia,5,01,Sunny
2024-01-05,Soft Drinks,14,New York,5,01,Sunny
2024-01-05,Bell Peppers,21,Boston,5,01,Sunny
2024-01-05,Cake Mixes,29,Philadelphia,5,01,Sunny
2024-01-05,Carrots,23,New York,5,01,Sunny
2024-01-05,Cooking Oil,16,Boston,5,01,Sunny
2024-01-05,Spinach,38,Boston,5,01,Sunny
2024-01-05,Lettuce,20,Philadelphia,5,01,Sunny
2024-01-05,Ice Cream,6,Boston,5,01,Sunny
2024-02-01,Bananas,40,New York,1,02,Cloudy
2024-02-01,Apples,46,New York,1,02,Cloudy
2024-02-01,Milk,26,New York,1,02,Cloudy
2024-02-01,Bread,26,Boston,1,02,Cloudy
2024-02-01,Eggs,39,Boston,1,02,Cloudy
2024-02-01,Orange Juice,17,Boston,1,02,Cloudy
2024-02-01,Rice,80,Philadelphia,1,02,Cloudy
2024-02-01,Chicken,45,Philadelphia,1,02,Cloudy
2024-02-01,Hot Chocolate,69,New York,1,02,Cloudy
2024-02-01,Soup,100,New York,1,02,Cloudy
2024-02-01,Breadsticks,30,Boston,1,02,Cloudy
2024-02-01,Potatoes,61,Philadelphia,1,02,Cloudy
2024-02-01,Beef,22,Philadelphia,1,02,Cloudy
2024-02-01,Cheese,22,New York,1,02,Cloudy
2024-02-01,Yogurt,15,Philadelphia,1,02,Cloudy
2024-02-01,Butter,12,Boston,1,02,Cloudy
2024-02-01,Cereal,46,New York,1,02,Cloudy
2024-02-01,Pasta,30,Philadelphia,1,02,Cloudy
2024-02-01,Tomatoes,31,New York,1,02,Cloudy
2024-02-01,Onions,31,Boston,1,02,Cloudy
2024-02-01,Flour,28,Philadelphia,1,02,Cloudy
2024-02-01,Sugar,13,New York,1,02,Cloudy
2024-02-01,Salt,11,Boston,1,02,Cloudy
2024-02-01,Pepper,20,Philadelphia,1,02,Cloudy
2024-02-01,Olive Oil,25,New York,1,02,Cloudy
2024-02-01,Vinegar,14,Boston,1,02,Cloudy
2024-02-01,Honey,26,Philadelphia,1,02,Cloudy
2024-02-01,Jam,22,New York,1,02,Cloudy
2024-02-01,Peanut Butter,31,Boston,1,02,Cloudy
2024-02-01,Almonds,27,Philadelphia,1,02,Cloudy
2024-02-01,Soft Drinks,13,New York,1,02,Cloudy
2024-02-01,Bell Peppers,18,Boston,1,02,Cloudy
2024-02-01,Cake Mixes,19,Philadelphia,1,02,Cloudy
2024-02-01,Carrots,22,New York,1,02,Cloudy
2024-02-01,Cooking Oil,32,Boston,1,02,Cloudy
2024-02-01,Spinach,30,Boston,1,02,Cloudy
2024-02-01,Lettuce,15,Philadelphia,1,02,Cloudy
2024-02-01,Ice Cream,7,Boston,1,02,Cloudy
2024-02-02,Bananas,36,New York,2,02,Cloudy
2024-02-02,Apples,55,New York,2,02,Cloudy
2024-02-02,Milk,17,New York,2,02,Cloudy
2024-02-02,Bread,33,Boston,2,02,Cloudy
2024-02-02,Eggs,13,Boston,2,02,Cloudy
2024-02-02,Orange Juice,19,Boston,2,02,Cloudy
2024-02-02,Rice,62,Philadelphia,2,02,Cloudy
2024-02-02,Chicken,38,Philadelphia,2,02,Cloudy
2024-02-02,Hot Chocolate,74,New York,2,02,Cloudy
2024-02-02,Soup,18,New York,2,02,Cloudy
2024-02-02,Breadsticks,66,Boston,2,02,Cloudy
2024-02-02,Potatoes,42,Philadelphia,2,02,Cloudy
2024-02-02,Beef,54,Philadelphia,2,02,Cloudy
2024-02-02,Cheese,38,New York,2,02,Cloudy
2024-02-02,Yogurt,12,Philadelphia,2,02,Cloudy
2024-02-02,Butter,23,Boston,2,02,Cloudy
2024-02-02,Cereal,11,New York,2,02,Cloudy
2024-02-02,Pasta,23,Philadelphia,2,02,Cloudy
2024-02-02,Tomatoes,47,New York,2,02,Cloudy
2024-02-02,Onions,21,Boston,2,02,Cloudy
2024-02-02,Flour,11,Philadelphia,2,02,Cloudy
2024-02-02,Sugar,25,New York,2,02,Cloudy
2024-02-02,Salt,15,Boston,2,02,Cloudy
2024-02-02,Pepper,7,Philadelphia,2,02,Cloudy
2024-02-02,Olive Oil,4,New York,2,02,Cloudy
2024-02-02,Vinegar,5,Boston,2,02,Cloudy
2024-02-02,Honey,16,Philadelphia,2,02,Cloudy
2024-02-02,Jam,15,New York,2,02,Cloudy
2024-02-02,Peanut Butter,26,Boston,2,02,Cloudy
2024-02-02,Almonds,9,Philadelphia,2,02,Cloudy
2024-02-02,Soft Drinks,13,New York,2,02,Cloudy
2024-02-02,Bell Peppers,32,Boston,2,02,Cloudy
2024-02-02,Cake Mixes,31,Philadelphia,2,02,Cloudy
2024-02-02,Carrots,23,New York,2,02,Cloudy
2024-02-02,Cooking Oil,18,Boston,2,02,Cloudy
2024-02-02,Spinach,38,Boston,2,02,Cloudy
2024-02-02,Lettuce,32,Philadelphia,2,02,Cloudy
2024-02-02,Ice Cream,14,Boston,2,02,Cloudy
2024-02-03,Bananas,11,New York,3,02,Sunny
2024-02-03,Apples,7,New York,3,02,Sunny
2024-02-03,Milk,17,New York,3,02,Sunny
2024-02-03,Bread,10,Boston,3,02,Sunny
2024-02-03,Eggs,47,Boston,3,02,Sunny
2024-02-03,Orange Juice,20,Boston,3,02,Sunny
2024-02-03,Rice,34,Philadelphia,3,02,Sunny
2024-02-03,Chicken,51,Philadelphia,3,02,Sunny
2024-02-03,Hot Chocolate,95,New York,3,02,Sunny
2024-02-03,Soup,84,New York,3,02,Sunny
2024-02-03,Breadsticks,20,Boston,3,02,Sunny
2024-02-03,Potatoes,13,Philadelphia,3,02,Sunny
2024-02-03,Beef,42,Philadelphia,3,02,Sunny
2024-02-03,Cheese,27,New York,3,02,Sunny
2024-02-03,Yogurt,20,Philadelphia,3,02,Sunny
2024-02-03,Butter,25,Boston,3,02,Sunny
2024-02-03,Cereal,33,New York,3,02,Sunny
2024-02-03,Pasta,8,Philadelphia,3,02,Sunny
2024-02-03,Tomatoes,47,New York,3,02,Sunny
2024-02-03,Onions,63,Boston,3,02,Sunny
2024-02-03,Flour,17,Philadelphia,3,02,Sunny
2024-02-03,Sugar,44,New York,3,02,Sunny
2024-02-03,Salt,24,Boston,3,02,Sunny
2024-02-03,Pepper,17,Philadelphia,3,02,Sunny
2024-02-03,Olive Oil,21,New York,3,02,Sunny
2024-02-03,Vinegar,15,Boston,3,02,Sunny
2024-02-03,Honey,25,Philadelphia,3,02,Sunny
2024-02-03,Jam,15,New York,3,02,Sunny
2024-02-03,Peanut Butter,25,Boston,3,02,Sunny
2024-02-03,Almonds,34,Philadelphia,3,02,Sunny
2024-02-03,Soft Drinks,18,New York,3,02,Sunny
2024-02-03,Bell Peppers,12,Boston,3,02,Sunny
2024-02-03,Cake Mixes,40,Philadelphia,3,02,Sunny
2024-02-03,Carrots,33,New York,3,02,Sunny
2024-02-03,Cooking Oil,54,Boston,3,02,Sunny
2024-02-03,Spinach,29,Boston,3,02,Sunny
2024-02-03,Lettuce,25,Philadelphia,3,02,Sunny
2024-02-03,Ice Cream,12,Boston,3,02,Sunny
2024-02-04,Bananas,30,New York,4,02,Rainy
2024-02-04,Apples,52,New York,4,02,Rainy
2024-02-04,Milk,36,New York,4,02,Rainy
2024-02-04,Bread,24,Boston,4,02,Rainy
2024-02-04,Eggs,32,Boston,4,02,Rainy
2024-02-04,Orange Juice,23,Boston,4,02,Rainy
2024-02-04,Rice,66,Philadelphia,4,02,Rainy
2024-02-04,Chicken,64,Philadelphia,4,02,Rainy
2024-02-04,Hot Chocolate,99,New York,4,02,Rainy
2024-02-04,Soup,92,New York,4,02,Rainy
2024-02-04,Breadsticks,36,Boston,4,02,Rainy
2024-02-04,Potatoes,49,Philadelphia,4,02,Rainy
2024-02-04,Beef,4,Philadelphia,4,02,Rainy
2024-02-04,Cheese,29,New York,4,02,Rainy
2024-02-04,Yogurt,7,Philadelphia,4,02,Rainy
2024-02-04,Butter,20,Boston,4,02,Rainy
2024-02-04,Cereal,23,New York,4,02,Rainy
2024-02-04,Pasta,36,Philadelphia,4,02,Rainy
2024-02-04,Tomatoes,22,New York,4,02,Rainy
2024-02-04,Onions,17,Boston,4,02,Rainy
2024-02-04,Flour,33,Philadelphia,4,02,Rainy
2024-02-04,Sugar,12,New York,4,02,Rainy
2024-02-04,Salt,18,Boston,4,02,Rainy
2024-02-04,Pepper,17,Philadelphia,4,02,Rainy
2024-02-04,Olive Oil,18,New York,4,02,Rainy
2024-02-04,Vinegar,17,Boston,4,02,Rainy
2024-02-04,Honey,12,Philadelphia,4,02,Rainy
2024-02-04,Jam,18,New York,4,02,Rainy
2024-02-04,Peanut Butter,23,Boston,4,02,Rainy
2024-02-04,Almonds,17,Philadelphia,4,02,Rainy
2024-02-04,Soft Drinks,9,New York,4,02,Rainy
2024-02-04,Bell Peppers,25,Boston,4,02,Rainy
2024-02-04,Cake Mixes,6,Philadelphia,4,02,Rainy
2024-02-04,Carrots,13,New York,4,02,Rainy
2024-02-04,Cooking Oil,28,Boston,4,02,Rainy
2024-02-04,Spinach,31,Boston,4,02,Rainy
2024-02-04,Lettuce,21,Philadelphia,4,02,Rainy
2024-02-04,Ice Cream,13,Boston,4,02,Rainy
2024-02-05,Bananas,43,New York,5,02,Cloudy
2024-02-05,Apples,50,New York,5,02,Cloudy
2024-02-05,Milk,14,New York,5,02,Cloudy
2024-02-05,Bread,37,Boston,5,02,Cloudy
2024-02-05,Eggs,39,Boston,5,02,Cloudy
2024-02-05,Orange Juice,21,Boston,5,02,Cloudy
2024-02-05,Rice,48,Philadelphia,5,02,Cloudy
2024-02-05,Chicken,42,Philadelphia,5,02,Cloudy
2024-02-05,Hot Chocolate,53,New York,5,02,Cloudy
2024-02-05,Soup,46,New York,5,02,Cloudy
2024-02-05,Breadsticks,58,Boston,5,02,Cloudy
2024-02-05,Potatoes,45,Philadelphia,5,02,Cloudy
2024-02-05,Beef,48,Philadelphia,5,02,Cloudy
2024-02-05,Cheese,24,New York,5,02,Cloudy
2024-02-05,Yogurt,16,Philadelphia,5,02,Cloudy
2024-02-05,Butter,10,Boston,5,02,Cloudy
2024-02-05,Cereal,47,New York,5,02,Cloudy
2024-02-05,Pasta,23,Philadelphia,5,02,Cloudy
2024-02-05,Tomatoes,33,New York,5,02,Cloudy
2024-02-05,Onions,38,Boston,5,02,Cloudy
2024-02-05,Flour,21,Philadelphia,5,02,Cloudy
2024-02-05,Sugar,26,New York,5,02,Cloudy
2024-02-05,Salt,12,Boston,5,02,Cloudy
2024-02-05,Pepper,9,Philadelphia,5,02,Cloudy
2024-02-05,Olive Oil,22,New York,5,02,Cloudy
2024-02-05,Vinegar,9,Boston,5,02,Cloudy
2024-02-05,Honey,21,Philadelphia,5,02,Cloudy
2024-02-05,Jam,10,New York,5,02,Cloudy
2024-02-05,Peanut Butter,25,Boston,5,02,Cloudy
2024-02-05,Almonds,23,Philadelphia,5,02,Cloudy
2024-02-05,Soft Drinks,17,New York,5,02,Cloudy
2024-02-05,Bell Peppers,23,Boston,5,02,Cloudy
2024-02-05,Cake Mixes,34,Philadelphia,5,02,Cloudy
2024-02-05,Carrots,29,New York,5,02,Cloudy
2024-02-05,Cooking Oil,28,Boston,5,02,Cloudy
2024-02-05,Spinach,32,Boston,5,02,Cloudy
2024-02-05,Lettuce,17,Philadelphia,5,02,Cloudy
2024-02-05,Ice Cream,14,Boston,5,02,Cloudy
2024-03-01,Bananas,46,New York,1,03,Snowy
2024-03-01,Apples,47,New York,1,03,Snowy
2024-03-01,Milk,26,New York,1,03,Snowy
2024-03-01,Bread,15,Boston,1,03,Snowy
2024-03-01,Eggs,47,Boston,1,03,Snowy
2024-03-01,Orange Juice,22,Boston,1,03,Snowy
2024-03-01,Rice,83,Philadelphia,1,03,Snowy
2024-03-01,Chicken,46,Philadelphia,1,03,Snowy
2024-03-01,Hot Chocolate,94,New York,1,03,Snowy
2024-03-01,Soup,82,New York,1,03,Snowy
2024-03-01,Breadsticks,24,Boston,1,03,Snowy
2024-03-01,Potatoes,30,Philadelphia,1,03,Snowy
2024-03-01,Beef,39,Philadelphia,1,03,Snowy
2024-03-01,Cheese,20,New York,1,03,Snowy
2024-03-01,Yogurt,22,Philadelphia,1,03,Snowy
2024-03-01,Butter,20,Boston,1,03,Snowy
2024-03-01,Cereal,46,New York,1,03,Snowy
2024-03-01,Pasta,27,Philadelphia,1,03,Snowy
2024-03-01,Tomatoes,30,New York,1,03,Snowy
2024-03-01,Onions,39,Boston,1,03,Snowy
2024-03-01,Flour,32,Philadelphia,1,03,Snowy
2024-03-01,Sugar,34,New York,1,03,Snowy
2024-03-01,Salt,25,Boston,1,03,Snowy
2024-03-01,Pepper,22,Philadelphia,1,03,Snowy
2024-03-01,Olive Oil,25,New York,1,03,Snowy
2024-03-01,Vinegar,11,Boston,1,03,Snowy
2024-03-01,Honey,30,Philadelphia,1,03,Snowy
2024-03-01,Jam,19,New York,1,03,Snowy
2024-03-01,Peanut Butter,41,Boston,1,03,Snowy
2024-03-01,Almonds,25,Philadelphia,1,03,Snowy
2024-03-01,Soft Drinks,11,New York,1,03,Snowy
2024-03-01,Bell Peppers,35,Boston,1,03,Snowy
2024-03-01,Cake Mixes,17,Philadelphia,1,03,Snowy
2024-03-01,Carrots,27,New York,1,03,Snowy
2024-03-01,Cooking Oil,22,Boston,1,03,Snowy
2024-03-01,Spinach,40,Boston,1,03,Snowy
2024-03-01,Lettuce,15,Philadelphia,1,03,Snowy
2024-03-01,Ice Cream,16,Boston,1,03,Snowy
2024-03-02,Bananas,19,New York,2,03,Snowy
2024-03-02,Apples,47,New York,2,03,Snowy
2024-03-02,Milk,13,New York,2,03,Snowy
2024-03-02,Bread,51,Boston,2,03,Snowy
2024-03-02,Eggs,26,Boston,2,03,Snowy
2024-03-02,Orange Juice,17,Boston,2,03,Snowy
2024-03-02,Rice,31,Philadelphia,2,03,Snowy
2024-03-02,Chicken,45,Philadelphia,2,03,Snowy
2024-03-02,Hot Chocolate,94,New York,2,03,Snowy
2024-03-02,Soup,38,New York,2,03,Snowy
2024-03-02,Breadsticks,75,Boston,2,03,Snowy
2024-03-02,Potatoes,47,Philadelphia,2,03,Snowy
2024-03-02,Beef,31,Philadelphia,2,03,Snowy
2024-03-02,Cheese,42,New York,2,03,Snowy
2024-03-02,Yogurt,14,Philadelphia,2,03,Snowy
2024-03-02,Butter,11,Boston,2,03,Snowy
2024-03-02,Cereal,30,New York,2,03,Snowy
2024-03-02,Pasta,28,Philadelphia,2,03,Snowy
2024-03-02,Tomatoes,35,New York,2,03,Snowy
2024-03-02,Onions,43,Boston,2,03,Snowy
2024-03-02,Flour,16,Philadelphia,2,03,Snowy
2024-03-02,Sugar,6,New York,2,03,Snowy
2024-03-02,Salt,6,Boston,2,03,Snowy
2024-03-02,Pepper,11,Philadelphia,2,03,Snowy
2024-03-02,Olive Oil,18,New York,2,03,Snowy
2024-03-02,Vinegar,13,Boston,2,03,Snowy
2024-03-02,Honey,12,Philadelphia,2,03,Snowy
2024-03-02,Jam,24,New York,2,03,Snowy
2024-03-02,Peanut Butter,24,Boston,2,03,Snowy
2024-03-02,Almonds,13,Philadelphia,2,03,Snowy
2024-03-02,Soft Drinks,23,New York,2,03,Snowy
2024-03-02,Bell Peppers,14,Boston,2,03,Snowy
2024-03-02,Cake Mixes,38,Philadelphia,2,03,Snowy
2024-03-02,Carrots,34,New York,2,03,Snowy
2024-03-02,Cooking Oil,62,Boston,2,03,Snowy
2024-03-02,Spinach,35,Boston,2,03,Snowy
2024-03-02,Lettuce,34,Philadelphia,2,03,Snowy
2024-03-02,Ice Cream,16,Boston,2,03,Snowy
2024-03-03,Bananas,22,New York,3,03,Cloudy
2024-03-03,Apples,55,New York,3,03,Cloudy
2024-03-03,Milk,32,New York,3,03,Cloudy
2024-03-03,Bread,26,Boston,3,03,Cloudy
2024-03-03,Eggs,9,Boston,3,03,Cloudy
2024-03-03,Orange Juice,21,Boston,3,03,Cloudy
2024-03-03,Rice,38,Philadelphia,3,03,Cloudy
2024-03-03,Chicken,36,Philadelphia,3,03,Cloudy
2024-03-03,Hot Chocolate,72,New York,3,03,Cloudy
2024-03-03,Soup,104,New York,3,03,Cloudy
2024-03-03,Breadsticks,48,Boston,3,03,Cloudy
2024-03-03,Potatoes,25,Philadelphia,3,03,Cloudy
2024-03-03,Beef,25,Philadelphia,3,03,Cloudy
2024-03-03,Cheese,39,New York,3,03,Cloudy
2024-03-03,Yogurt,14,Philadelphia,3,03,Cloudy
2024-03-03,Butter,31,Boston,3,03,Cloudy
2024-03-03,Cereal,29,New York,3,03,Cloudy
2024-03-03,Pasta,23,Philadelphia,3,03,Cloudy
2024-03-03,Tomatoes,45,New York,3,03,Cloudy
2024-03-03,Onions,36,Boston,3,03,Cloudy
2024-03-03,Flour,30,Philadelphia,3,03,Cloudy
2024-03-03,Sugar,33,New York,3,03,Cloudy
2024-03-03,Salt,29,Boston,3,03,Cloudy
2024-03-03,Pepper,16,Philadelphia,3,03,Cloudy
2024-03-03,Olive Oil,8,New York,3,03,Cloudy
2024-03-03,Vinegar,14,Boston,3,03,Cloudy
2024-03-03,Honey,20,Philadelphia,3,03,Cloudy
2024-03-03,Jam,4,New York,3,03,Cloudy
2024-03-03,Peanut Butter,6,Boston,3,03,Cloudy
2024-03-03,Almonds,35,Philadelphia,3,03,Cloudy
2024-03-03,Soft Drinks,13,New York,3,03,Cloudy
2024-03-03,Bell Peppers,31,Boston,3,03,Cloudy
